Event	ID	Name			Wwise Object Path	Notes
	413545259	playMenuMusic			\Default Work Unit\musicEvents\playMenuMusic	
	1093813131	stopTrollFootsteps			\Default Work Unit\stopEvents\stopTrollFootsteps	
	1148261388	playLevelMusic			\Default Work Unit\musicEvents\playLevelMusic	
	1422264338	stopAuntieDressPickupVoice			\Default Work Unit\stopEvents\stopAuntieDressPickupVoice	
	1454203074	auntieLaugh			\Default Work Unit\auntieLaugh	
	1477059561	playForestSoundscape			\Default Work Unit\playForestSoundscape	
	1747696776	auntieFootsteps			\Default Work Unit\auntieFootsteps	
	1919802259	trollFallsIntoWater			\Default Work Unit\trollFallsIntoWater	
	2867536338	dressPickup			\Default Work Unit\dressPickup	
	2907867019	stopAllMusic			\Default Work Unit\musicEvents\stopAllMusic	
	3139869105	menuBackwardClick			\Default Work Unit\menuBackwardClick	
	3227179805	trollCatchAuntie			\Default Work Unit\trollCatchAuntie	
	3284803258	stopAllSoundscapes			\Default Work Unit\stopEvents\stopAllSoundscapes	
	3527026064	stopAuntieFootsteps			\Default Work Unit\stopEvents\stopAuntieFootsteps	
	4028748541	menuForwardClick			\Default Work Unit\menuForwardClick	
	4032712899	trollFootsteps			\Default Work Unit\trollFootsteps	
	4228143387	trollThrowsAuntie			\Default Work Unit\trollThrowsAuntie	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	3617496	Throw_7	C:\Users\student\DADIU_MINI_2\MP2_LevelDesign\Wwise project\.cache\Windows\SFX\Throw_7_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Troll\Throwing\Throw_7		106616
	17854566	footstep_branch_1	C:\Users\student\DADIU_MINI_2\MP2_LevelDesign\Wwise project\.cache\Windows\SFX\footstep_branch_1_B50CFD8D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Troll\Footsteps\forest_surface\branches\footstep_branch_1		110208
	42406669	Uoohh	C:\Users\student\DADIU_MINI_2\MP2_LevelDesign\Wwise project\.cache\Windows\SFX\Uoohh_B3B572F1.wem		\Actor-Mixer Hierarchy\Default Work Unit\Auntie\Surprised\Uoohh		81740
	53723177	clothes_pickup	C:\Users\student\DADIU_MINI_2\MP2_LevelDesign\Wwise project\.cache\Windows\SFX\clothes_pickup_D3005BEB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Items\Clothes\clothes_pickup		198872
	68472481	Uhhuhh	C:\Users\student\DADIU_MINI_2\MP2_LevelDesign\Wwise project\.cache\Windows\SFX\Uhhuhh_CF17B03B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Auntie\Surprised\Uhhuhh		66208
	69649271	Laughing_12	C:\Users\student\DADIU_MINI_2\MP2_LevelDesign\Wwise project\.cache\Windows\SFX\Laughing_12_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Auntie\Laughs_long\Laughing_12		174216
	123859518	Laughing_4	C:\Users\student\DADIU_MINI_2\MP2_LevelDesign\Wwise project\.cache\Windows\SFX\Laughing_4_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Auntie\Laughs_long\Laughing_4		168692
	140875607	Throw_5	C:\Users\student\DADIU_MINI_2\MP2_LevelDesign\Wwise project\.cache\Windows\SFX\Throw_5_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Troll\Throwing\Throw_5		144924
	208407703	music_notroll_comp	C:\Users\student\DADIU_MINI_2\MP2_LevelDesign\Wwise project\.cache\Windows\SFX\music_notroll_comp_4B8CC0C5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\music_notroll_comp		768064
	219351695	footstep_4	C:\Users\student\DADIU_MINI_2\MP2_LevelDesign\Wwise project\.cache\Windows\SFX\footstep_4_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Auntie\main_footsteps\footstep_4		49952
